,idd,zoom,xtile,ytile,topleft_x,topleft_y,bottomright_x,bottomright_y
id189,189,20,317150,387784,-71.11518859863281,42.37274928510041,-71.1148452758789,42.37249564598936
id190,190,20,317150,387785,-71.11518859863281,42.37249564598936,-71.1148452758789,42.37224200585402
id191,191,20,317150,387786,-71.11518859863281,42.37224200585402,-71.1148452758789,42.3719883646944
id192,192,20,317151,387771,-71.1148452758789,42.376046500333125,-71.114501953125,42.375792874537936
id193,193,20,317151,387772,-71.1148452758789,42.375792874537936,-71.114501953125,42.37553924771845
id194,194,20,317151,387773,-71.1148452758789,42.37553924771845,-71.114501953125,42.37528561987466
id195,195,20,317151,387774,-71.1148452758789,42.37528561987466,-71.114501953125,42.37503199100657
id196,196,20,317151,387775,-71.1148452758789,42.37503199100657,-71.114501953125,42.37477836111418
id197,197,20,317151,387776,-71.1148452758789,42.37477836111418,-71.114501953125,42.3745247301975
id198,198,20,317151,387777,-71.1148452758789,42.3745247301975,-71.114501953125,42.374271098256514
id199,199,20,317151,387778,-71.1148452758789,42.374271098256514,-71.114501953125,42.37401746529124
id200,200,20,317151,387779,-71.1148452758789,42.37401746529124,-71.114501953125,42.37376383130166
id201,201,20,317151,387780,-71.1148452758789,42.37376383130166,-71.114501953125,42.37351019628779
id202,202,20,317151,387781,-71.1148452758789,42.37351019628779,-71.114501953125,42.37325656024962
id203,203,20,317151,387782,-71.1148452758789,42.37325656024962,-71.114501953125,42.373002923187165
id204,204,20,317151,387783,-71.1148452758789,42.373002923187165,-71.114501953125,42.37274928510041
id205,205,20,317151,387784,-71.1148452758789,42.37274928510041,-71.114501953125,42.37249564598936
id206,206,20,317151,387785,-71.1148452758789,42.37249564598936,-71.114501953125,42.37224200585402
id207,207,20,317151,387786,-71.1148452758789,42.37224200585402,-71.114501953125,42.3719883646944
id208,208,20,317152,387771,-71.114501953125,42.376046500333125,-71.1141586303711,42.375792874537936
id209,209,20,317152,387772,-71.114501953125,42.375792874537936,-71.1141586303711,42.37553924771845
id210,210,20,317152,387773,-71.114501953125,42.37553924771845,-71.1141586303711,42.37528561987466
id211,211,20,317152,387774,-71.114501953125,42.37528561987466,-71.1141586303711,42.37503199100657
id212,212,20,317152,387775,-71.114501953125,42.37503199100657,-71.1141586303711,42.37477836111418
id213,213,20,317152,387776,-71.114501953125,42.37477836111418,-71.1141586303711,42.3745247301975
id214,214,20,317152,387777,-71.114501953125,42.3745247301975,-71.1141586303711,42.374271098256514
id215,215,20,317152,387778,-71.114501953125,42.374271098256514,-71.1141586303711,42.37401746529124
id216,216,20,317152,387779,-71.114501953125,42.37401746529124,-71.1141586303711,42.37376383130166
id217,217,20,317152,387780,-71.114501953125,42.37376383130166,-71.1141586303711,42.37351019628779
id218,218,20,317152,387781,-71.114501953125,42.37351019628779,-71.1141586303711,42.37325656024962
id219,219,20,317152,387782,-71.114501953125,42.37325656024962,-71.1141586303711,42.373002923187165
id220,220,20,317152,387783,-71.114501953125,42.373002923187165,-71.1141586303711,42.37274928510041
id221,221,20,317152,387784,-71.114501953125,42.37274928510041,-71.1141586303711,42.37249564598936
id222,222,20,317152,387785,-71.114501953125,42.37249564598936,-71.1141586303711,42.37224200585402
id223,223,20,317152,387786,-71.114501953125,42.37224200585402,-71.1141586303711,42.3719883646944
id224,224,20,317153,387771,-71.1141586303711,42.376046500333125,-71.11381530761719,42.375792874537936
id225,225,20,317153,387772,-71.1141586303711,42.375792874537936,-71.11381530761719,42.37553924771845
id226,226,20,317153,387773,-71.1141586303711,42.37553924771845,-71.11381530761719,42.37528561987466
id227,227,20,317153,387774,-71.1141586303711,42.37528561987466,-71.11381530761719,42.37503199100657
id228,228,20,317153,387775,-71.1141586303711,42.37503199100657,-71.11381530761719,42.37477836111418
id229,229,20,317153,387776,-71.1141586303711,42.37477836111418,-71.11381530761719,42.3745247301975
id230,230,20,317153,387777,-71.1141586303711,42.3745247301975,-71.11381530761719,42.374271098256514
id231,231,20,317153,387778,-71.1141586303711,42.374271098256514,-71.11381530761719,42.37401746529124
id232,232,20,317153,387779,-71.1141586303711,42.37401746529124,-71.11381530761719,42.37376383130166
id233,233,20,317153,387780,-71.1141586303711,42.37376383130166,-71.11381530761719,42.37351019628779
id234,234,20,317153,387781,-71.1141586303711,42.37351019628779,-71.11381530761719,42.37325656024962
id235,235,20,317153,387782,-71.1141586303711,42.37325656024962,-71.11381530761719,42.373002923187165
id236,236,20,317153,387783,-71.1141586303711,42.373002923187165,-71.11381530761719,42.37274928510041
id237,237,20,317153,387784,-71.1141586303711,42.37274928510041,-71.11381530761719,42.37249564598936
id238,238,20,317153,387785,-71.1141586303711,42.37249564598936,-71.11381530761719,42.37224200585402
id239,239,20,317153,387786,-71.1141586303711,42.37224200585402,-71.11381530761719,42.3719883646944
id240,240,20,317154,387771,-71.11381530761719,42.376046500333125,-71.11347198486328,42.375792874537936
id241,241,20,317154,387772,-71.11381530761719,42.375792874537936,-71.11347198486328,42.37553924771845
id242,242,20,317154,387773,-71.11381530761719,42.37553924771845,-71.11347198486328,42.37528561987466
id243,243,20,317154,387774,-71.11381530761719,42.37528561987466,-71.11347198486328,42.37503199100657
id244,244,20,317154,387775,-71.11381530761719,42.37503199100657,-71.11347198486328,42.37477836111418
id245,245,20,317154,387776,-71.11381530761719,42.37477836111418,-71.11347198486328,42.3745247301975
id246,246,20,317154,387777,-71.11381530761719,42.3745247301975,-71.11347198486328,42.374271098256514
id247,247,20,317154,387778,-71.11381530761719,42.374271098256514,-71.11347198486328,42.37401746529124
id248,248,20,317154,387779,-71.11381530761719,42.37401746529124,-71.11347198486328,42.37376383130166
id249,249,20,317154,387780,-71.11381530761719,42.37376383130166,-71.11347198486328,42.37351019628779
id250,250,20,317154,387781,-71.11381530761719,42.37351019628779,-71.11347198486328,42.37325656024962
id251,251,20,317154,387782,-71.11381530761719,42.37325656024962,-71.11347198486328,42.373002923187165
id252,252,20,317154,387783,-71.11381530761719,42.373002923187165,-71.11347198486328,42.37274928510041
id253,253,20,317154,387784,-71.11381530761719,42.37274928510041,-71.11347198486328,42.37249564598936
id254,254,20,317154,387785,-71.11381530761719,42.37249564598936,-71.11347198486328,42.37224200585402
id255,255,20,317154,387786,-71.11381530761719,42.37224200585402,-71.11347198486328,42.3719883646944
