,idd,zoom,xtile,ytile,topleft_x,topleft_y,bottomright_x,bottomright_y
id172,172,20,317285,387862,-71.06884002685547,42.35296235855688,-71.06849670410156,42.352708639553654
id173,173,20,317285,387863,-71.06884002685547,42.352708639553654,-71.06849670410156,42.3524549195262
id174,174,20,317285,387864,-71.06884002685547,42.3524549195262,-71.06849670410156,42.352201198474525
id175,175,20,317285,387865,-71.06884002685547,42.352201198474525,-71.06849670410156,42.35194747639863
id176,176,20,317286,387850,-71.06849670410156,42.35600690670569,-71.06815338134766,42.35575319999323
id177,177,20,317286,387851,-71.06849670410156,42.35575319999323,-71.06815338134766,42.35549949225654
id178,178,20,317286,387852,-71.06849670410156,42.35549949225654,-71.06815338134766,42.35524578349561
id179,179,20,317286,387853,-71.06849670410156,42.35524578349561,-71.06815338134766,42.35499207371046
id180,180,20,317286,387854,-71.06849670410156,42.35499207371046,-71.06815338134766,42.35473836290107
id181,181,20,317286,387855,-71.06849670410156,42.35473836290107,-71.06815338134766,42.35448465106745
id182,182,20,317286,387856,-71.06849670410156,42.35448465106745,-71.06815338134766,42.3542309382096
id183,183,20,317286,387857,-71.06849670410156,42.3542309382096,-71.06815338134766,42.35397722432751
id184,184,20,317286,387858,-71.06849670410156,42.35397722432751,-71.06815338134766,42.353723509421194
id185,185,20,317286,387859,-71.06849670410156,42.353723509421194,-71.06815338134766,42.353469793490646
id186,186,20,317286,387860,-71.06849670410156,42.353469793490646,-71.06815338134766,42.35321607653588
id187,187,20,317286,387861,-71.06849670410156,42.35321607653588,-71.06815338134766,42.35296235855688
id188,188,20,317286,387862,-71.06849670410156,42.35296235855688,-71.06815338134766,42.352708639553654
id189,189,20,317286,387863,-71.06849670410156,42.352708639553654,-71.06815338134766,42.3524549195262
id190,190,20,317286,387864,-71.06849670410156,42.3524549195262,-71.06815338134766,42.352201198474525
id191,191,20,317286,387865,-71.06849670410156,42.352201198474525,-71.06815338134766,42.35194747639863
id192,192,20,317287,387850,-71.06815338134766,42.35600690670569,-71.06781005859375,42.35575319999323
id193,193,20,317287,387851,-71.06815338134766,42.35575319999323,-71.06781005859375,42.35549949225654
id194,194,20,317287,387852,-71.06815338134766,42.35549949225654,-71.06781005859375,42.35524578349561
id195,195,20,317287,387853,-71.06815338134766,42.35524578349561,-71.06781005859375,42.35499207371046
id196,196,20,317287,387854,-71.06815338134766,42.35499207371046,-71.06781005859375,42.35473836290107
id197,197,20,317287,387855,-71.06815338134766,42.35473836290107,-71.06781005859375,42.35448465106745
id198,198,20,317287,387856,-71.06815338134766,42.35448465106745,-71.06781005859375,42.3542309382096
id199,199,20,317287,387857,-71.06815338134766,42.3542309382096,-71.06781005859375,42.35397722432751
id200,200,20,317287,387858,-71.06815338134766,42.35397722432751,-71.06781005859375,42.353723509421194
id201,201,20,317287,387859,-71.06815338134766,42.353723509421194,-71.06781005859375,42.353469793490646
id202,202,20,317287,387860,-71.06815338134766,42.353469793490646,-71.06781005859375,42.35321607653588
id203,203,20,317287,387861,-71.06815338134766,42.35321607653588,-71.06781005859375,42.35296235855688
id204,204,20,317287,387862,-71.06815338134766,42.35296235855688,-71.06781005859375,42.352708639553654
id205,205,20,317287,387863,-71.06815338134766,42.352708639553654,-71.06781005859375,42.3524549195262
id206,206,20,317287,387864,-71.06815338134766,42.3524549195262,-71.06781005859375,42.352201198474525
id207,207,20,317287,387865,-71.06815338134766,42.352201198474525,-71.06781005859375,42.35194747639863
id208,208,20,317288,387850,-71.06781005859375,42.35600690670569,-71.06746673583984,42.35575319999323
id209,209,20,317288,387851,-71.06781005859375,42.35575319999323,-71.06746673583984,42.35549949225654
id210,210,20,317288,387852,-71.06781005859375,42.35549949225654,-71.06746673583984,42.35524578349561
id211,211,20,317288,387853,-71.06781005859375,42.35524578349561,-71.06746673583984,42.35499207371046
id212,212,20,317288,387854,-71.06781005859375,42.35499207371046,-71.06746673583984,42.35473836290107
id213,213,20,317288,387855,-71.06781005859375,42.35473836290107,-71.06746673583984,42.35448465106745
id214,214,20,317288,387856,-71.06781005859375,42.35448465106745,-71.06746673583984,42.3542309382096
id215,215,20,317288,387857,-71.06781005859375,42.3542309382096,-71.06746673583984,42.35397722432751
id216,216,20,317288,387858,-71.06781005859375,42.35397722432751,-71.06746673583984,42.353723509421194
id217,217,20,317288,387859,-71.06781005859375,42.353723509421194,-71.06746673583984,42.353469793490646
id218,218,20,317288,387860,-71.06781005859375,42.353469793490646,-71.06746673583984,42.35321607653588
id219,219,20,317288,387861,-71.06781005859375,42.35321607653588,-71.06746673583984,42.35296235855688
id220,220,20,317288,387862,-71.06781005859375,42.35296235855688,-71.06746673583984,42.352708639553654
id221,221,20,317288,387863,-71.06781005859375,42.352708639553654,-71.06746673583984,42.3524549195262
